gene,evalue,hit,species,kTotal,kWithin,kOut,kDiff,behavioral_category,fire_ant_ortholog,honey_bee_ortholog,fpkm,ortholog,dN/dS
XLOC_010454,0,gi|332030319|gb|EGI70062.1| Transmembrane protein C9orf5,Acromyrmex echinatior,712.7293578,298.2285243,414.5008335,-116.2723093,all others,1,1,11.30791667,both,0.1309
XLOC_010455,NA,,,216.411173,90.86753927,125.5436338,-34.6760945,all others,0,0,5.794583333,neither,NA
XLOC_010456,6.81E-74,gi|44829171|tpg|DAA04499.1| TPA_exp: pol polyprotein,Schistosoma mansoni,898.0571261,417.9899039,480.0672222,-62.07731823,all others,0,0,1.895,neither,NA
XLOC_010457,NA,,,414.9630028,164.660738,250.3022648,-85.64152675,all others,0,0,2.466666667,neither,NA
XLOC_010458,0,gi|332025411|gb|EGI65578.1| Proteasome-associated protein ECM29-like protein,Acromyrmex echinatior,284.1382144,116.2319936,167.9062207,-51.67422708,all others,1,1,13.18083333,both,0.0706
XLOC_010459,1.15E-110,gi|332025642|gb|EGI65804.1| Ribosomal L1 domain-containing protein,Acromyrmex echinatior,597.6604988,322.47604,275.1844588,47.29158117,all others,1,0,4.922083333,Sinv only,0.1843
XLOC_010460,1.16E-09,gi|307189322|gb|EFN73753.1| Nudix hydrolase 8,Camponotus floridanus,617.676759,345.228559,272.4482,72.78035902,all others,0,0,1.405416667,neither,NA
XLOC_010461,1.29E-162,gi|332025642|gb|EGI65804.1| Ribosomal L1 domain-containing protein,Acromyrmex echinatior,1305.661838,566.9586392,738.7031989,-171.7445597,all others,0,1,5.467083333,Amel only,NA
XLOC_010462,1.06E-30,gi|307214265|gb|EFN89361.1| Serine protease snake,Harpegnathos saltator,185.4032399,66.83225463,118.5709853,-51.73873068,all others,0,0,1.635,neither,NA
XLOC_010463,7.95E-27,gi|332022385|gb|EGI62697.1| Inositol-3-phosphate synthase 1-A,Acromyrmex echinatior,148.0090081,26.39872956,121.6102786,-95.211549,all others,0,0,7.844166667,neither,NA
XLOC_010464,1.69E-30,gi|189310186|emb|CAP20050.1| transposase,Portunus pelagicus,1269.806603,892.3890603,377.4175425,514.9715179,forager,0,0,91.31291667,neither,NA
XLOC_010465,0,gi|332019167|gb|EGI59679.1| Usher syndrome type-1G protein-like protein,Acromyrmex echinatior,124.2360096,47.26891281,76.96709683,-29.69818402,all others,1,0,1.37125,Sinv only,0.04
XLOC_010466,4.89E-108,gi|307171934|gb|EFN63563.1| UPF0472 protein C16orf72-like protein,Camponotus floridanus,965.2639249,586.3263176,378.9376073,207.3887103,all others,0,1,15.51291667,Amel only,NA
XLOC_010468,8.45E-81,gi|307188167|gb|EFN72999.1| N-acetylmuramoyl-L-alanine amidase,Camponotus floridanus,1299.606704,909.0857139,390.5209898,518.5647241,forager,0,0,109.275,neither,NA
XLOC_010469,3.60E-59,gi|332024532|gb|EGI64730.1| Williams-Beuren syndrome chromosomal region 16 protein-like protein,Acromyrmex echinatior,413.1534545,214.6210635,198.532391,16.08867248,all others,1,1,15.70166667,both,0.1726
XLOC_010470,NA,,,333.5963645,112.6131057,220.9832589,-108.3701532,all others,0,0,1.695416667,neither,NA
XLOC_010471,NA,,,891.7503999,427.5664161,464.1839838,-36.61756765,all others,1,0,13.40583333,Sinv only,0.2518
XLOC_010472,NA,,,160.0994326,17.12973624,142.9696964,-125.8399601,all others,0,1,1.749583333,Amel only,NA
XLOC_010473,NA,,,388.8008865,126.5227588,262.2781278,-135.755369,all others,0,0,3.118333333,neither,NA
XLOC_010474,NA,,,321.6710517,115.5940842,206.0769675,-90.48288329,nurse,1,1,7.4375,both,0.1262
XLOC_010475,NA,,,1153.508909,113.7193326,1039.789576,-926.0702437,all others,0,0,11.355,neither,NA
XLOC_010476,NA,,,552.9023694,305.5661053,247.3362641,58.22984119,all others,0,0,2.46,neither,NA
XLOC_010477,1.25E-52,gi|332027375|gb|EGI67458.1| Kinesin-like protein KIF21A,Acromyrmex echinatior,129.0902743,31.04763651,98.04263775,-66.99500124,all others,0,0,4.23625,neither,NA
XLOC_010478,9.23E-13,gi|307172395|gb|EFN63861.1| Microsomal glutathione S-transferase 1,Camponotus floridanus,315.1352619,116.5566629,198.5785991,-82.02193618,nurse,1,1,10.87833333,both,0.0832
XLOC_010481,1.21E-24,gi|332023930|gb|EGI64148.1| Protein Tube,Acromyrmex echinatior,235.5226047,43.68256235,191.8400423,-148.15748,all others,1,0,6.692916667,Sinv only,0.0144
XLOC_010482,3.75E-93,gi|307187751|gb|EFN72723.1| Cofilin/actin-depolymerizing factor-like protein,Camponotus floridanus,1228.947025,697.1370567,531.8099686,165.3270881,all others,1,1,258.94375,both,0.001
XLOC_010483,9.55E-17,gi|118792034|ref|XP_553259.2| AGAP009306-PA,Anopheles gambiae str. PEST,962.860406,556.7071934,406.1532125,150.5539809,all others,0,0,15.00833333,neither,NA
XLOC_010484,0,gi|307187752|gb|EFN72724.1| Limbic system-associated membrane protein,Camponotus floridanus,1294.058404,570.2015647,723.8568392,-153.6552745,all others,1,1,14.12708333,both,0.1529
XLOC_010486,2.63E-177,gi|332031593|gb|EGI71065.1| Tyrosine-protein kinase Src64B,Acromyrmex echinatior,896.5330234,133.3676106,763.1654128,-629.7978021,all others,0,0,11.93208333,neither,NA
XLOC_010487,0,gi|332031593|gb|EGI71065.1| Tyrosine-protein kinase Src64B,Acromyrmex echinatior,258.2085876,79.21700942,178.9915782,-99.77456878,all others,1,1,7.949583333,both,0.1098
XLOC_010488,NA,,,1103.735684,563.2237976,540.5118862,22.7119114,all others,0,0,5.239166667,neither,NA
XLOC_010489,NA,,,306.6103576,143.9353798,162.6749778,-18.73959798,all others,0,0,3.484166667,neither,NA
XLOC_010490,0,"gi|307195555|gb|EFN77430.1| Dynein heavy chain, cytoplasmic",Harpegnathos saltator,616.0330747,55.65303988,560.3800348,-504.7269949,all others,1,1,47.46875,both,0.1299
XLOC_010491,0,gi|332023202|gb|EGI63458.1| Apoptosis inhibitor IAP,Acromyrmex echinatior,826.8781647,585.0452671,241.8328976,343.2123695,forager,0,1,18.93291667,Amel only,NA
XLOC_010492,4.38E-104,gi|332023201|gb|EGI63457.1| Apoptosis 1 inhibitor,Acromyrmex echinatior,1445.158865,839.9514282,605.2074363,234.7439919,forager,1,0,12.03166667,Sinv only,0.3339
XLOC_010493,8.21E-103,gi|332023201|gb|EGI63457.1| Apoptosis 1 inhibitor,Acromyrmex echinatior,532.7185761,346.7900533,185.9285229,160.8615304,forager,0,0,1.432916667,neither,NA
XLOC_010494,1.27E-23,gi|307184801|gb|EFN71115.1| Tensin-1,Camponotus floridanus,186.2679422,89.4599478,96.80799436,-7.348046563,all others,0,0,1.419166667,neither,NA
XLOC_010497,NA,,,708.5711523,364.5823439,343.9888084,20.59353543,all others,0,0,10.96875,neither,NA
XLOC_010498,2.05E-51,gi|332017480|gb|EGI58203.1| Fatty acid synthase,Acromyrmex echinatior,129.451213,38.43351251,91.01770048,-52.58418797,all others,0,0,7.262916667,neither,NA
XLOC_010499,NA,,,1562.296257,935.6255524,626.6707042,308.9548482,all others,0,0,12.21208333,neither,NA
XLOC_010500,NA,,,549.6202138,244.1408383,305.4793756,-61.3385373,nurse,0,0,66.41083333,neither,NA
XLOC_010503,1.07E-55,"gi|332026630|gb|EGI66739.1| 3,2-trans-enoyl-CoA isomerase, mitochondrial",Acromyrmex echinatior,910.1070122,385.9451445,524.1618677,-138.2167231,all others,0,0,53.2875,neither,NA
XLOC_010504,0,gi|332026627|gb|EGI66736.1| Leucine-rich repeat-containing protein 16A,Acromyrmex echinatior,1014.913499,563.6457161,451.2677825,112.3779336,all others,1,1,8.414583333,both,0.045
XLOC_010505,NA,,,346.0002431,185.9517842,160.048459,25.90332517,all others,0,0,6.336666667,neither,NA
XLOC_010506,9.82E-101,gi|307213880|gb|EFN89141.1| Voltage-dependent T-type calcium channel subunit alpha-1H,Harpegnathos saltator,299.8024459,146.3901091,153.4123368,-7.022227686,all others,1,1,3.287916667,both,0.0348
XLOC_010507,NA,,,500.6220188,287.8901726,212.7318462,75.15832643,all others,0,0,10.77791667,neither,NA
XLOC_010508,NA,,,457.4572626,136.4874247,320.969838,-184.4824133,all others,0,0,11.94458333,neither,NA
XLOC_010509,1.27E-31,gi|332023150|gb|EGI63406.1| Fatty acyl-CoA reductase 1,Acromyrmex echinatior,165.2773227,22.25076552,143.0265572,-120.7757917,all others,0,0,4.368333333,neither,NA
XLOC_010510,0,gi|307192166|gb|EFN75490.1| Probable cytochrome P450 6a14,Harpegnathos saltator,280.5613833,103.1212081,177.4401752,-74.31896713,all others,1,0,85.3175,Sinv only,0.2703
XLOC_010512,1.16E-72,gi|297610211|ref|NP_001064280.2| Os10g0192300,Oryza sativa Japonica Group,454.5389499,182.0584048,272.4805451,-90.42214037,all others,1,1,4.315416667,both,0.2091
XLOC_010515,1.93E-48,gi|332024893|gb|EGI65081.1| Cytochrome P450 4C1,Acromyrmex echinatior,288.0541301,129.6039093,158.4502207,-28.84631142,all others,0,0,3.293333333,neither,NA
XLOC_010517,1.21E-66,gi|307169916|gb|EFN62425.1| Nuclear factor 1 A-type,Camponotus floridanus,588.0367615,343.672731,244.3640305,99.30870058,all others,1,0,27.34166667,Sinv only,0.0855
XLOC_010518,0,gi|332019409|gb|EGI59893.1| Extracellular domains-containing protein,Acromyrmex echinatior,1402.679142,983.4665053,419.2126366,564.2538687,forager,1,1,63.03166667,both,0.1883
XLOC_010519,NA,,,878.9068563,525.3550635,353.5517928,171.8032706,forager,0,0,6.015833333,neither,NA
XLOC_010520,5.23E-58,"gi|307178143|gb|EFN66951.1| Isovaleryl-CoA dehydrogenase, mitochondrial",Camponotus floridanus,275.2535711,113.5592558,161.6943153,-48.13505955,all others,0,0,6.748333333,neither,NA
XLOC_010521,3.17E-131,gi|307207299|gb|EFN85049.1| Neuropeptides capa receptor,Harpegnathos saltator,275.6261629,69.63870821,205.9874547,-136.3487465,all others,1,1,4.072916667,both,0.278
XLOC_010522,NA,,,326.1858444,147.3450049,178.8408395,-31.49583466,all others,0,0,1.632916667,neither,NA
XLOC_010525,0,gi|307187495|gb|EFN72557.1| Vacuolar protein sorting-associating protein 4A,Camponotus floridanus,1016.867103,440.5406978,576.3264056,-135.7857078,all others,1,1,37.36291667,both,0.0464
XLOC_010526,0,gi|332020395|gb|EGI60815.1| Ubiquitin conjugation factor E4 A,Acromyrmex echinatior,1568.844896,673.9122222,894.932674,-221.0204518,all others,0,1,17.14708333,Amel only,NA
XLOC_010527,2.67E-92,gi|307205475|gb|EFN83797.1| Ubiquitin-conjugating enzyme E2 G2,Harpegnathos saltator,1407.007185,696.2723858,710.7347997,-14.46241388,all others,1,1,11.76291667,both,0.0078
XLOC_010528,0,gi|332020398|gb|EGI60818.1| Kinesin-like protein KIF18A,Acromyrmex echinatior,1037.292281,505.1985734,532.0937076,-26.89513419,all others,1,1,17.25541667,both,0.0885
XLOC_010529,0,"gi|332018959|gb|EGI59501.1| 28S ribosomal protein S30, mitochondrial",Acromyrmex echinatior,443.4240526,158.1464302,285.2776224,-127.1311922,all others,1,1,12.0425,both,0.1135
XLOC_010530,0,gi|332031202|gb|EGI70758.1| Cell division protein kinase 7,Acromyrmex echinatior,720.6475197,314.6373916,406.0101281,-91.37273648,all others,1,1,23.67166667,both,0.031
XLOC_010531,0,gi|332018960|gb|EGI59502.1| Glucosylceramidase,Acromyrmex echinatior,259.3079135,128.1574624,131.1504511,-2.992988756,nurse,0,1,33.18125,Amel only,NA
XLOC_010532,2.79E-113,gi|332028360|gb|EGI68407.1| Protein FAM102A,Acromyrmex echinatior,1044.359114,660.3732528,383.9858608,276.387392,all others,0,1,13.835,Amel only,NA
XLOC_010533,NA,,,93.44266672,17.99701469,75.44565203,-57.44863734,all others,0,0,1.622916667,neither,NA
XLOC_010534,NA,,,238.8947216,108.2166683,130.6780534,-22.46138514,all others,0,0,2.160416667,neither,NA
XLOC_010535,7.79E-157,gi|332023163|gb|EGI63419.1| Uncharacterized protein C1orf198-like protein,Acromyrmex echinatior,353.6361056,189.1908506,164.445255,24.74559561,all others,1,1,4.715833333,both,0.1292
XLOC_010536,0,gi|307190368|gb|EFN74427.1| Uncharacterized protein C1orf198,Camponotus floridanus,360.6671954,107.5652743,253.1019211,-145.5366468,all others,1,1,6.962083333,both,0.1168
XLOC_010537,7.20E-06,gi|170038667|ref|XP_001847170.1| neuroglobin,Culex quinquefasciatus,109.6326682,37.21596356,72.41670467,-35.20074111,all others,1,0,3.024583333,Sinv only,0.0186
XLOC_010539,NA,,,121.6216533,20.48134985,101.1403035,-80.65895362,all others,0,0,1.340416667,neither,NA
XLOC_010540,1.14E-08,gi|225714234|gb|ACO12963.1| Krueppel-like factor 6,Lepeophtheirus salmonis,1269.815181,819.4040345,450.4111462,368.9928883,forager,0,1,3.4275,Amel only,NA
XLOC_010542,9.84E-168,gi|332030926|gb|EGI70552.1| Stearoyl-CoA desaturase 5,Acromyrmex echinatior,238.1430584,73.5816951,164.5613633,-90.97966821,all others,0,0,8.9625,neither,NA
XLOC_010546,8.52E-75,gi|307180856|gb|EFN68692.1| Rho guanine nucleotide exchange factor 12,Camponotus floridanus,663.2819015,309.7941855,353.487716,-43.69353055,all others,0,0,16.41041667,neither,NA
XLOC_010547,4.46E-112,gi|307208271|gb|EFN85703.1| Gamma-aminobutyric acid receptor subunit beta,Harpegnathos saltator,200.6175215,54.74167974,145.8758418,-91.13416207,all others,0,1,14.53041667,Amel only,NA
XLOC_010550,5.51E-34,gi|148225801|ref|NP_001089350.1| uncharacterized protein LOC734400,Xenopus laevis,107.3420792,37.98120843,69.36087074,-31.37966231,all others,1,0,2.241666667,Sinv only,0.1318
XLOC_010551,0,gi|307189578|gb|EFN73942.1| Kyphoscoliosis peptidase,Camponotus floridanus,240.1065631,15.44769123,224.6588719,-209.2111807,all others,0,1,5.01125,Amel only,NA
XLOC_010552,0,gi|332027342|gb|EGI67426.1| Protein yellow,Acromyrmex echinatior,232.4465926,91.66984886,140.7767437,-49.10689488,all others,1,1,11.95083333,both,0.1135
XLOC_010553,NA,,,759.557585,326.8319367,432.7256483,-105.8937116,all others,0,0,26.55083333,neither,NA
XLOC_010554,NA,,,472.7294742,65.89917262,406.8303016,-340.931129,all others,0,0,3.91625,neither,NA
XLOC_010558,NA,,,107.1994865,33.57336339,73.62612306,-40.05275967,all others,0,0,1.414583333,neither,NA
XLOC_010559,5.97E-129,gi|307181196|gb|EFN68893.1| Glutathione S-transferase theta-1,Camponotus floridanus,964.0467782,548.3536325,415.6931458,132.6604867,all others,1,1,91.12208333,both,0.1805
XLOC_010560,1.21E-40,gi|307177109|gb|EFN66364.1| Protein HRPAP20-like protein,Camponotus floridanus,671.4144153,358.4611786,312.9532367,45.5079419,all others,1,1,16.1525,both,0.1712
XLOC_010561,0,gi|332019047|gb|EGI59579.1| Low-density lipoprotein receptor-related protein 2,Acromyrmex echinatior,352.593044,46.10231712,306.4907268,-260.3884097,nurse,1,1,5.497916667,both,0.3448
XLOC_010562,6.20E-54,gi|307184093|gb|EFN70628.1| Chymotrypsin-2,Camponotus floridanus,211.332506,17.09481907,194.2376869,-177.1428679,all others,1,0,12.18875,Sinv only,0.4167
XLOC_010563,0,gi|332019046|gb|EGI59578.1| Serrate RNA effector molecule-like protein,Acromyrmex echinatior,824.3203991,432.6203677,391.7000314,40.92033635,all others,1,1,20.4575,both,0.0564
XLOC_010564,3.19E-141,gi|332027912|gb|EGI67967.1| Homeobox protein Nkx-2.2a,Acromyrmex echinatior,1363.553903,910.4984848,453.0554181,457.4430666,forager,1,1,9.37625,both,0.093
XLOC_010565,1.36E-07,gi|158285273|ref|XP_308222.4| AGAP007647-PA,Anopheles gambiae str. PEST,1419.217024,743.3462016,675.8708224,67.47537917,all others,0,1,61.165,Amel only,NA
XLOC_010566,3.81E-21,gi|332023444|gb|EGI63687.1| Serine protease gd,Acromyrmex echinatior,371.1402171,231.2141106,139.9261065,91.28800413,all others,0,0,2.262916667,neither,NA
XLOC_010567,0,"gi|307184399|gb|EFN70808.1| Glutamate dehydrogenase, mitochondrial",Camponotus floridanus,311.5404378,144.757138,166.7832998,-22.02616174,nurse,1,1,57.23,both,0.0697
XLOC_010568,1.91E-142,gi|332024818|gb|EGI65006.1| CD151 antigen,Acromyrmex echinatior,1407.095326,562.3081198,844.787206,-282.4790862,all others,0,1,69.57083333,Amel only,NA
XLOC_010569,0,gi|307197728|gb|EFN78877.1| Harmonin,Harpegnathos saltator,1293.088668,912.6443062,380.444362,532.1999443,forager,1,1,90.85208333,both,0.1732
XLOC_010571,2.10E-72,gi|307186067|gb|EFN71799.1| Harmonin,Camponotus floridanus,1345.626317,723.4784788,622.1478378,101.330641,forager,0,0,5.345416667,neither,NA
XLOC_010572,0,gi|332024812|gb|EGI65000.1| Putative phospholipid-transporting ATPase IA,Acromyrmex echinatior,1262.901706,452.6040459,810.2976605,-357.6936146,all others,1,1,58.84208333,both,0.0861
XLOC_010573,NA,,,499.4100855,277.352336,222.0577494,55.2945866,all others,0,0,17.37666667,neither,NA
XLOC_010574,NA,,,181.6107847,48.7220788,132.8887059,-84.16662712,all others,0,0,11.86291667,neither,NA
XLOC_010575,2.21E-93,"gi|332025636|gb|EGI65798.1| Putative medium-chain specific acyl-CoA dehydrogenase, mitochondrial",Acromyrmex echinatior,723.456395,376.8098398,346.6465552,30.16328459,nurse,0,0,8.470833333,neither,NA
XLOC_010576,NA,,,508.0567052,301.3206541,206.736051,94.58460308,all others,0,0,7.392916667,neither,NA
XLOC_010577,NA,,,360.9491789,35.40492637,325.5442525,-290.1393262,all others,0,0,1.9875,neither,NA
XLOC_010578,0,gi|332018128|gb|EGI58737.1| Protein giant-lens,Acromyrmex echinatior,256.0788656,152.7905292,103.2883364,49.5021928,forager,1,1,12.05583333,both,0.2712
XLOC_010579,2.01E-108,gi|332029243|gb|EGI69226.1| Peroxisomal membrane protein 11C,Acromyrmex echinatior,139.0447833,31.46124696,107.5835363,-76.12228934,all others,1,1,18.86375,both,0.1587
XLOC_010581,NA,,,767.6357307,452.3184943,315.3172364,137.0012579,all others,0,0,20.06,neither,NA
XLOC_010583,2.19E-128,gi|307182429|gb|EFN69665.1| Guanylate cyclase 32E,Camponotus floridanus,615.9916237,217.475093,398.5165307,-181.0414377,nurse,0,0,41.92333333,neither,NA
XLOC_010584,0,gi|332024957|gb|EGI65144.1| Guanylate cyclase 32E,Acromyrmex echinatior,435.5724247,76.9680232,358.6044015,-281.6363783,all others,1,1,9.575416667,both,0.0886
XLOC_010585,3.70E-157,gi|68165866|gb|AAY87893.1| nicotinic acetylcholine receptor alpha4 subunit,Apis mellifera,198.4064548,58.06963056,140.3368243,-82.2671937,all others,1,1,3.074583333,both,0.1312
XLOC_010587,2.42E-77,gi|332023032|gb|EGI63297.1| STAM-binding protein-like protein,Acromyrmex echinatior,289.8792188,136.6989044,153.1803144,-16.48140996,all others,0,0,7.4975,neither,NA
XLOC_010588,0,gi|332024312|gb|EGI64511.1| Conserved oligomeric Golgi complex subunit 6,Acromyrmex echinatior,1325.845029,734.7499166,591.0951122,143.6548044,all others,1,1,8.689166667,both,0.0725
XLOC_010589,9.75E-16,gi|307203960|gb|EFN82867.1| Epidermal retinal dehydrogenase 2,Harpegnathos saltator,229.9638023,101.2957538,128.6680485,-27.37229465,all others,0,0,3.30875,neither,NA
XLOC_010590,0,gi|194477809|tpg|DAA06288.1| TPA_exp: unknown,Apis mellifera,860.9688666,553.0883521,307.8805146,245.2078375,all others,1,1,3.136666667,both,0.0739
XLOC_010591,9.73E-155,gi|194477809|tpg|DAA06288.1| TPA_exp: unknown,Apis mellifera,1016.25511,677.3031707,338.9519398,338.3512309,forager,0,0,27.10583333,neither,NA
XLOC_010592,4.72E-77,gi|332028629|gb|EGI68664.1| Epidermal growth factor receptor substrate 15-like 1,Acromyrmex echinatior,660.9120171,379.4448061,281.4672111,97.977595,all others,1,0,11.50958333,Sinv only,0.1443
XLOC_010593,NA,,,452.5825185,249.2400604,203.3424582,45.89760219,all others,0,0,1.6575,neither,NA
XLOC_010597,8.38E-18,gi|332017838|gb|EGI58498.1| 3-hydroxy-3-methylglutaryl-coenzyme A reductase,Acromyrmex echinatior,595.5086334,108.3206651,487.1879683,-378.8673032,all others,0,0,17.92541667,neither,NA
XLOC_010598,NA,,,241.7887024,119.6343491,122.1543533,-2.520004218,all others,0,0,1.579583333,neither,NA
XLOC_010599,1.92E-64,gi|332024456|gb|EGI64654.1| Transmembrane protein 42,Acromyrmex echinatior,1333.286918,790.1155541,543.1713641,246.94419,all others,0,0,14.745,neither,NA
XLOC_010600,0,gi|332028476|gb|EGI68517.1| Nck-associated protein 5,Acromyrmex echinatior,301.0174863,142.5293026,158.4881837,-15.95888105,all others,0,1,11.85041667,Amel only,NA
XLOC_010602,NA,,,299.6941308,140.6705993,159.0235315,-18.3529322,all others,0,0,6.164166667,neither,NA
XLOC_010603,NA,,,745.5642325,413.3249888,332.2392437,81.08574505,all others,0,0,30.70916667,neither,NA
XLOC_010604,7.51E-32,gi|332016550|gb|EGI57431.1| Mitochondrial import receptor subunit TOM40-like protein 1,Acromyrmex echinatior,518.4746862,254.784268,263.6904182,-8.906150222,all others,0,0,18.05666667,neither,NA
XLOC_010605,1.63E-72,gi|332018744|gb|EGI59309.1| Surfeit locus protein 6-like protein,Acromyrmex echinatior,802.8071671,430.6890042,372.1181629,58.57084129,all others,1,1,5.758333333,both,0.1112
